loan_id,age,income,employment_status,loan_amount,interest_rate,loan_term,credit_score,past_due_payments,on_time_payments,collateral,loan_type,default
2436,28,146738,Employed,39080,16.75,24,303,8,38,Vehicle,Auto,1
2437,25,67092,Unemployed,17803,6.51,12,399,4,16,None,Home,0
2438,61,32747,Unemployed,46915,13.94,24,773,0,44,Property,Business,1
2439,35,66888,Self-Employed,40713,15.34,36,836,9,20,Vehicle,Auto,0
2440,58,53712,Self-Employed,3389,11.11,36,536,2,9,None,Business,1
2441,59,110916,Self-Employed,37631,17.54,60,330,1,5,None,Auto,1
2442,29,68706,Self-Employed,24865,10.84,36,820,9,20,Property,Auto,0
2443,51,106836,Unemployed,40761,10.67,60,708,9,25,None,Home,0
2444,52,73269,Employed,18786,16.26,48,557,5,5,Property,Personal,0
2445,33,101703,Employed,25101,6.27,36,528,5,13,Property,Home,0
2446,49,103481,Employed,49659,5.55,60,623,3,38,Property,Business,0
2447,50,50025,Self-Employed,35156,9.42,60,570,2,28,None,Auto,1
2448,60,57436,Employed,4738,13.71,36,380,3,40,Property,Home,0
2449,59,136449,Unemployed,46777,14.65,60,582,0,26,None,Home,1
2450,31,103342,Employed,12939,12.59,60,600,8,40,None,Auto,0
2451,55,32015,Employed,48300,12.82,12,734,1,14,None,Home,1
2452,46,115343,Employed,39562,6.58,60,556,9,7,Vehicle,Home,0
2453,43,38221,Unemployed,36737,8,24,830,5,10,Property,Personal,1
2454,36,33700,Self-Employed,25408,10.52,36,352,3,10,Vehicle,Business,1
2455,25,100312,Self-Employed,47228,13.78,48,318,9,41,None,Auto,1
2456,64,44571,Employed,10883,6.95,60,502,7,23,Vehicle,Auto,0
2457,52,130919,Unemployed,29953,6.21,12,665,6,28,Vehicle,Business,0
2458,22,113724,Unemployed,20038,7.86,48,446,0,32,None,Business,1
2459,31,126316,Employed,47666,8.05,60,582,8,26,Vehicle,Business,0
2460,32,39270,Employed,21962,14.31,24,664,3,49,None,Home,0
2461,52,26832,Self-Employed,32085,7.07,24,368,3,37,Vehicle,Personal,1
2462,49,99844,Self-Employed,10701,10.79,60,444,5,45,None,Home,1
2463,25,60546,Employed,26460,5.37,48,768,9,6,Vehicle,Auto,0
2464,34,96177,Unemployed,40050,15.26,60,601,4,13,Vehicle,Home,0
2465,35,21505,Employed,49678,7.02,12,451,5,9,Vehicle,Home,1
2466,46,148989,Employed,46958,15.01,24,772,4,30,Vehicle,Auto,0
2467,48,108943,Employed,19459,17.93,48,667,5,27,Property,Auto,0
2468,33,77252,Employed,9341,14.26,24,824,7,48,Vehicle,Business,0
2469,51,70867,Unemployed,38912,16.48,36,558,9,32,Property,Auto,0
2470,56,112059,Self-Employed,10065,8.95,36,350,9,49,None,Business,0
2471,22,62957,Employed,42705,13.89,60,518,1,17,Property,Auto,0
2472,34,39736,Employed,30066,5.25,24,679,5,45,Vehicle,Personal,0
2473,60,49605,Employed,21692,8.15,48,309,8,29,Property,Auto,0
2474,40,45263,Unemployed,15871,10.03,24,561,5,32,Property,Auto,0
2475,33,111859,Employed,11639,13.19,60,715,9,41,Vehicle,Business,1
2476,63,121514,Self-Employed,24399,14.61,24,657,4,13,Property,Home,0
2477,58,100448,Self-Employed,44699,15.91,12,612,4,10,Vehicle,Personal,0
2478,39,76807,Employed,5434,14.68,48,677,4,7,Property,Auto,0
2479,32,89851,Self-Employed,6882,16.59,24,485,7,37,Property,Home,1
2480,61,121020,Employed,10562,9.33,48,371,6,36,Property,Home,1
2481,38,142517,Employed,48558,6.13,48,358,3,46,Vehicle,Home,1
2482,40,135827,Self-Employed,3350,17.46,36,803,7,40,Vehicle,Business,0
2483,64,76390,Employed,8684,10.18,48,436,0,16,None,Auto,0
2484,34,66336,Unemployed,31086,14.98,60,486,7,15,None,Personal,0
2485,57,64712,Employed,39738,14.2,60,702,5,10,Vehicle,Home,0
2486,45,112041,Self-Employed,1134,6.34,12,681,9,40,Property,Personal,0
2487,36,86914,Employed,39682,10.97,12,785,9,40,None,Business,1
2488,46,110973,Self-Employed,21315,8.56,12,502,1,10,Property,Personal,1
2489,24,130730,Self-Employed,49443,15.76,60,799,2,43,None,Business,0
2490,33,113065,Unemployed,38828,5.43,24,482,0,26,None,Business,0
2491,41,70685,Unemployed,14690,15.86,60,618,9,45,Vehicle,Business,0
2492,64,37888,Self-Employed,11755,13.55,48,716,7,49,Property,Personal,1
2493,32,147459,Self-Employed,3671,13.88,12,681,8,33,None,Home,0
2494,31,118095,Employed,23854,7.52,48,385,7,30,Property,Personal,0
2495,62,63883,Unemployed,38146,10.3,60,486,2,17,Vehicle,Personal,0
2496,22,34592,Self-Employed,25450,7.96,60,712,4,16,None,Home,0
2497,31,40015,Unemployed,32517,6.14,36,679,6,48,Vehicle,Personal,1
2498,26,138562,Self-Employed,22370,15.09,48,499,8,29,None,Personal,0
2499,61,105555,Self-Employed,44248,7.54,12,825,1,15,Vehicle,Personal,0
2500,27,71227,Self-Employed,45873,15.07,12,840,2,24,Property,Home,0
2501,59,140073,Unemployed,37532,12.08,36,350,6,11,None,Auto,1
2502,49,68787,Unemployed,8782,6.07,24,542,1,29,Property,Home,0
2503,63,74999,Employed,14185,9.65,60,795,5,26,Vehicle,Home,0
2504,30,102894,Employed,36350,11.47,36,761,1,30,Vehicle,Home,0
2505,55,23123,Self-Employed,7498,11.65,60,422,6,12,None,Business,1
2506,64,26256,Self-Employed,41224,10.97,12,539,5,22,Property,Home,1
2507,56,109969,Employed,32173,13.04,36,682,5,13,None,Auto,0
2508,54,105089,Self-Employed,16854,17.54,12,364,0,29,Vehicle,Business,0
2509,51,132668,Self-Employed,36155,13.08,60,640,5,37,None,Auto,1
2510,35,124731,Unemployed,15953,12.39,36,821,2,39,Property,Personal,0
2511,47,146333,Self-Employed,12726,15.88,36,783,1,33,Vehicle,Home,0
2512,40,55253,Employed,39146,16.84,48,623,7,40,Vehicle,Home,0
2513,37,97588,Unemployed,22286,12.53,60,468,3,10,Property,Business,1
2514,64,106311,Self-Employed,23284,8.38,60,437,5,31,Vehicle,Personal,0
2515,28,58150,Employed,45209,5.03,60,516,0,22,Vehicle,Auto,0
2516,32,149437,Unemployed,19781,15.05,36,387,0,31,None,Business,0
2517,34,74290,Employed,8234,11.58,24,457,0,48,Property,Auto,0
2518,28,41874,Employed,11439,9.72,24,402,0,24,Vehicle,Auto,0
2519,27,36134,Employed,44651,6.08,24,317,1,32,Property,Business,0
2520,57,61521,Self-Employed,35011,13.69,36,428,9,8,Vehicle,Home,1
2521,64,126777,Unemployed,22418,15,24,472,1,27,Property,Home,0
2522,62,88427,Employed,31031,12.28,60,376,0,23,None,Personal,1
2523,38,51630,Employed,25463,13.87,60,745,1,6,None,Personal,0
2524,64,106866,Self-Employed,11052,11.83,12,708,1,17,Property,Business,0
2525,47,149008,Employed,32028,17.39,12,624,7,7,Vehicle,Personal,1
2526,49,96118,Self-Employed,44957,14.59,36,690,4,25,Vehicle,Auto,1
2527,52,103021,Employed,5512,17.09,12,488,7,35,Vehicle,Business,0
2528,45,36501,Self-Employed,1508,6.47,36,595,5,10,Vehicle,Auto,0
2529,53,136498,Employed,47962,13.65,60,748,0,32,None,Home,0
2530,34,57674,Unemployed,26500,15.57,12,730,4,16,Property,Home,0
2531,46,39458,Self-Employed,21477,5.12,12,819,4,35,Property,Auto,0
2532,57,119133,Self-Employed,7223,15.86,60,821,2,13,Property,Home,0
2533,51,63201,Self-Employed,42975,16.39,60,656,3,11,Property,Auto,0
2534,25,27627,Employed,31903,13.61,36,455,9,20,None,Home,1
2535,62,138329,Employed,44805,14.39,36,600,1,30,Property,Auto,0
2536,52,20813,Employed,6339,10.65,24,739,0,21,Property,Business,0
2537,62,144216,Unemployed,7215,6.62,48,543,2,32,None,Personal,0
2538,36,122675,Unemployed,37452,11.85,60,359,7,46,Vehicle,Home,1
2539,47,62664,Unemployed,10817,11.56,48,666,0,16,None,Auto,0
2540,22,77282,Unemployed,10781,8.37,36,657,2,13,Property,Home,0
2541,32,125040,Unemployed,10924,14.26,24,527,1,35,Property,Personal,0
2542,63,49395,Employed,46455,16.4,48,505,4,36,Property,Auto,1
2543,50,120094,Employed,47989,13.42,24,674,8,28,Property,Personal,1
2544,48,98121,Self-Employed,45524,9.76,60,770,3,32,Vehicle,Business,0
2545,31,117862,Unemployed,15100,14.3,36,605,2,45,None,Business,0
2546,53,61773,Unemployed,6305,17.32,60,454,2,47,None,Home,0
2547,60,43406,Unemployed,29652,13.35,48,720,7,48,None,Business,1
2548,55,90645,Self-Employed,8124,15.85,48,751,3,8,None,Auto,0
2549,48,27945,Unemployed,5657,13.74,60,584,5,8,Vehicle,Auto,0
2550,47,72581,Employed,44886,7.23,12,500,4,28,Vehicle,Home,1
2551,61,121850,Employed,10575,8.94,24,803,1,44,Property,Personal,0
2552,44,56522,Unemployed,28487,12.99,24,674,4,44,None,Auto,1
2553,28,59591,Employed,20671,11.47,12,314,3,14,Vehicle,Business,0
2554,25,73654,Employed,35758,15.23,60,418,4,12,None,Home,0
2555,36,37615,Employed,12952,14.68,48,323,7,11,Vehicle,Business,0
2556,57,100838,Unemployed,22618,17.8,12,771,3,36,Property,Business,1
2557,50,116257,Self-Employed,17648,14.43,12,323,1,36,Vehicle,Auto,0
2558,33,78282,Self-Employed,15512,6.25,24,439,9,45,Vehicle,Home,0
2559,39,38697,Employed,41641,10.96,48,688,5,30,Vehicle,Home,1
2560,30,107969,Unemployed,31178,15.61,12,354,7,30,None,Business,1
2561,22,94554,Self-Employed,3871,16.3,60,564,9,43,None,Personal,0
2562,45,68545,Self-Employed,28439,5.06,24,559,9,24,Vehicle,Personal,0
2563,61,78963,Employed,16584,9.19,12,618,9,40,None,Auto,0
2564,41,116412,Employed,36304,11.65,36,446,3,24,Vehicle,Personal,0
2565,33,71581,Self-Employed,3142,9.91,48,383,2,5,None,Home,0
2566,53,39333,Self-Employed,32160,15.35,36,829,1,40,None,Personal,0
2567,51,54592,Self-Employed,4543,12.3,12,496,9,24,None,Auto,0
2568,24,46684,Employed,29132,10.51,36,342,7,28,None,Auto,1
2569,36,93527,Employed,34645,8.68,36,611,5,13,Property,Auto,0
2570,63,57754,Employed,30236,16.16,36,659,7,33,Vehicle,Home,1
2571,51,73874,Unemployed,11169,12.66,48,771,4,42,Vehicle,Home,0
2572,28,20883,Self-Employed,7639,5.02,24,537,0,27,None,Home,0
2573,36,49904,Self-Employed,25272,15.1,24,740,8,25,None,Auto,0
2574,40,55445,Employed,18942,13.06,60,812,5,46,None,Personal,1
2575,43,103081,Self-Employed,40678,16.71,24,321,2,30,Vehicle,Business,1
2576,47,124484,Unemployed,31868,6.28,60,586,4,32,None,Personal,1
2577,34,95141,Employed,15583,10.51,24,526,8,10,Property,Auto,0
2578,46,80626,Self-Employed,22350,6.93,12,626,9,37,Property,Business,0
2579,37,139676,Unemployed,22962,9.18,24,402,9,28,None,Business,0
2580,25,62451,Unemployed,13218,7.37,36,687,1,32,Property,Home,0
2581,40,54606,Employed,13194,14.37,36,764,0,9,Property,Home,0
2582,57,139955,Self-Employed,42682,16.45,48,548,5,20,None,Business,1
2583,49,117589,Employed,16571,8.31,60,431,5,31,None,Business,0
2584,55,117396,Employed,6836,13.01,24,681,4,46,None,Auto,1
2585,45,73855,Unemployed,49507,15.57,12,363,0,47,None,Business,1
2586,39,133758,Unemployed,48584,5.42,48,822,4,30,Property,Auto,0
2587,59,131208,Employed,37327,6.01,36,444,3,7,Vehicle,Home,0
2588,41,115134,Employed,16144,8.3,12,311,9,45,None,Business,1
2589,58,96707,Unemployed,46583,7.16,12,503,2,40,Property,Auto,1
2590,36,143169,Employed,21941,15.02,60,731,7,36,None,Auto,0
2591,62,35459,Self-Employed,6999,5.89,60,613,6,34,None,Business,0
2592,35,61464,Employed,38145,9.59,60,695,0,21,Property,Home,1
2593,60,41931,Self-Employed,28810,10.4,48,405,4,49,None,Business,0
2594,61,39822,Employed,2630,8.8,48,752,6,48,Vehicle,Business,0
2595,44,87680,Unemployed,28582,8.15,48,763,1,13,Vehicle,Business,0
2596,34,45746,Unemployed,45210,11.53,36,630,1,17,Vehicle,Business,0
2597,24,80346,Unemployed,23135,14.77,36,440,1,46,Vehicle,Home,0
2598,57,31819,Self-Employed,47987,12.15,36,631,1,18,Vehicle,Home,0
2599,64,127544,Self-Employed,20509,12.85,60,604,4,29,Vehicle,Auto,0
2600,35,110685,Unemployed,15447,15.82,60,539,0,43,Property,Home,0
2601,56,62335,Employed,24375,12.12,60,389,4,36,Property,Home,0
2602,39,37102,Self-Employed,7357,5.88,12,614,0,22,Vehicle,Auto,0
2603,59,23908,Employed,48970,14.54,24,730,1,48,Property,Personal,1
2604,23,34508,Employed,35991,8.81,48,425,2,32,Property,Personal,1
2605,52,90346,Self-Employed,10639,13.96,12,630,8,29,Vehicle,Personal,0
2606,46,73381,Self-Employed,7190,5.05,48,729,8,20,Vehicle,Auto,0
2607,42,65122,Employed,34622,17.48,36,431,3,5,Property,Personal,1
2608,53,113656,Employed,20553,10.64,12,801,2,40,Vehicle,Personal,0
2609,31,84565,Unemployed,29654,8.99,60,795,2,44,Property,Personal,1
2610,50,35511,Self-Employed,27057,17.73,60,757,4,5,None,Business,1
2611,62,110605,Employed,47569,12.5,12,426,3,17,Property,Business,1
2612,35,20408,Employed,8658,11.54,36,779,2,33,Property,Home,0
2613,61,117072,Unemployed,24339,11.38,48,713,0,26,Property,Home,0
2614,52,62858,Self-Employed,47913,10.09,36,581,5,47,Property,Personal,0
2615,58,48833,Self-Employed,30944,16.42,36,508,0,34,Property,Personal,0
2616,53,112202,Employed,19751,11.36,12,560,2,35,Vehicle,Business,0
2617,34,107194,Employed,9345,11.3,48,450,8,25,None,Business,1
2618,60,40504,Unemployed,28117,12.99,60,307,1,35,Property,Personal,0
2619,35,28757,Employed,44288,14.16,48,438,0,30,Vehicle,Home,0
2620,49,24422,Self-Employed,17835,16.33,48,410,2,34,Property,Business,1
2621,44,28365,Self-Employed,29804,6.23,48,625,7,30,Property,Business,1
2622,25,60536,Employed,29382,15.52,24,415,6,16,None,Home,1
2623,29,34195,Employed,24203,6.79,60,785,7,11,Property,Home,0
2624,47,76575,Employed,46611,17.44,24,721,4,29,Vehicle,Auto,0
2625,42,58947,Employed,26572,7.32,12,629,6,31,Property,Auto,0
2626,54,92240,Self-Employed,42740,10.99,12,360,2,21,Property,Business,1
2627,51,148054,Unemployed,19721,6.85,24,330,0,38,Property,Auto,0
2628,50,125772,Employed,1030,9.41,60,397,4,38,Vehicle,Auto,1
2629,59,67480,Unemployed,4347,5.18,12,423,3,41,Property,Personal,0
2630,23,91921,Self-Employed,47883,17.22,48,830,3,33,None,Home,0
2631,26,122171,Self-Employed,38142,7.7,12,778,6,25,Vehicle,Personal,1
2632,32,83124,Self-Employed,6619,17.83,12,644,3,23,None,Auto,0
2633,58,45628,Unemployed,41455,5.6,12,500,3,16,Vehicle,Auto,1
2634,24,42171,Unemployed,5828,12.1,60,427,1,5,Property,Business,1
2635,61,111064,Employed,6216,6.75,48,671,4,20,Property,Personal,0
2636,24,90059,Self-Employed,20044,7.14,24,539,4,9,Property,Auto,0
2637,48,101613,Self-Employed,25598,10.57,48,830,7,26,Property,Home,0
2638,34,100246,Employed,6757,9.16,48,839,3,24,Property,Personal,0
2639,25,116191,Unemployed,15614,15.03,24,501,1,30,Vehicle,Home,1
2640,46,95070,Self-Employed,35292,14.15,36,581,8,37,None,Home,0
2641,41,50239,Employed,34048,14.48,60,458,9,30,Property,Personal,1
2642,22,71156,Unemployed,48190,8.41,36,590,7,41,Property,Business,1
2643,30,59583,Self-Employed,7307,16.49,36,749,1,40,Property,Home,0
2644,45,118535,Self-Employed,11612,16.21,60,644,9,39,Property,Auto,1
2645,56,59358,Unemployed,37462,12.78,24,685,3,41,Property,Business,1
2646,62,90012,Unemployed,12329,12.49,60,590,6,38,Property,Personal,0
2647,37,31996,Self-Employed,21111,13.64,12,623,4,10,Property,Home,0
2648,44,73570,Self-Employed,27030,15.54,60,752,2,20,Property,Personal,0
2649,35,52551,Unemployed,39713,14.82,24,494,3,24,None,Home,0
2650,28,42213,Employed,6696,13.39,24,760,2,13,Property,Personal,0
2651,24,65076,Employed,25510,9.06,36,681,2,29,Vehicle,Auto,0
2652,37,49653,Employed,45468,5.11,12,374,5,35,None,Business,1
2653,64,145275,Unemployed,6792,11.78,24,791,2,41,Vehicle,Personal,0
2654,34,46343,Self-Employed,47707,11.87,36,612,9,41,Vehicle,Auto,1
2655,54,135254,Unemployed,25116,10.46,60,627,1,34,None,Business,0
2656,54,125212,Unemployed,35083,13.11,60,561,5,13,None,Auto,0
2657,55,144115,Unemployed,16791,9.56,60,489,6,6,Property,Home,0
2658,47,59405,Employed,3110,8.5,60,319,3,32,Property,Home,0
2659,64,149361,Self-Employed,34555,5.7,60,557,0,24,Vehicle,Business,0
2660,39,129991,Self-Employed,4091,13.83,48,668,1,21,Vehicle,Personal,0
2661,37,93689,Employed,33352,11.13,36,326,7,17,None,Auto,1
2662,22,24372,Self-Employed,47724,6.63,60,764,1,19,None,Personal,1
2663,58,42855,Self-Employed,43816,13.88,60,562,6,13,Vehicle,Personal,0
2664,37,48618,Self-Employed,40304,16.06,36,755,0,46,Property,Business,0
2665,42,135707,Employed,38077,13.69,12,608,2,10,None,Home,0
2666,59,111646,Self-Employed,3245,14.68,24,680,0,41,Vehicle,Home,0
2667,33,33085,Self-Employed,32890,7.65,60,591,1,14,Property,Business,1
2668,26,75696,Unemployed,47827,11.46,24,570,9,19,None,Personal,1
2669,51,126956,Self-Employed,25782,9.91,48,670,4,16,None,Auto,0
2670,31,32594,Employed,25515,8.6,24,459,6,39,Vehicle,Business,1
2671,53,104205,Unemployed,10091,6.16,12,791,1,22,None,Home,0
2672,34,43326,Self-Employed,19689,6.66,24,523,1,5,Property,Auto,1
2673,31,29934,Unemployed,48721,14.12,48,744,6,18,Property,Auto,1
2674,49,83922,Self-Employed,41817,15.62,24,745,6,15,None,Business,0
2675,51,22212,Employed,25532,7.32,12,649,2,21,Vehicle,Business,1
2676,22,48816,Employed,11289,14.07,24,312,7,30,None,Auto,0
2677,64,96796,Employed,2678,14.96,12,574,5,16,Property,Business,0
2678,61,146222,Self-Employed,27233,5.34,24,401,5,32,Property,Auto,0
2679,30,111740,Self-Employed,39076,17.62,24,767,8,36,None,Personal,0
2680,37,110029,Employed,45679,8.8,36,777,4,18,Vehicle,Auto,0
2681,52,48828,Unemployed,33953,17.21,48,673,4,5,Property,Auto,1
2682,56,103895,Employed,22412,10.82,60,455,4,15,None,Personal,0
2683,54,129615,Self-Employed,44482,14.76,24,637,2,15,Vehicle,Home,0
2684,37,90614,Unemployed,45422,15.47,60,551,6,23,Property,Home,1
2685,63,105910,Unemployed,32158,14.9,36,763,5,47,Property,Home,1
2686,25,79257,Employed,38950,12.61,36,527,6,23,None,Personal,0
2687,42,56935,Self-Employed,20803,9.22,60,779,0,13,Property,Personal,0
2688,22,65472,Employed,43188,5.49,24,526,0,5,None,Personal,1
2689,31,101103,Self-Employed,33935,9.94,60,440,4,37,Property,Auto,1
2690,27,117251,Employed,13619,9.13,48,643,4,38,None,Home,1
2691,49,46080,Unemployed,35349,14.39,60,436,7,17,Property,Home,0
2692,56,88444,Self-Employed,42615,10.98,48,763,4,33,Vehicle,Business,0
2693,54,115489,Employed,19128,9.63,24,450,7,33,Vehicle,Personal,0
2694,44,143435,Unemployed,5158,12.66,24,818,7,48,Property,Business,0
2695,41,44657,Unemployed,28322,14,60,452,5,39,Vehicle,Home,1
2696,33,95976,Unemployed,26218,8.85,36,611,6,21,Property,Personal,1
2697,61,46865,Unemployed,45834,5.85,12,703,9,9,Property,Business,0
2698,33,71678,Unemployed,44593,10.39,60,476,6,12,Property,Home,0
2699,59,68567,Employed,29307,13.58,24,315,7,9,None,Home,1
2700,39,55410,Employed,25613,6.83,48,768,5,12,Property,Auto,1
2701,58,49074,Employed,10848,12.17,36,358,7,37,None,Home,1
2702,61,140305,Employed,24906,11.84,60,806,0,49,Vehicle,Business,0
2703,59,119419,Unemployed,35070,7.89,24,483,9,45,Vehicle,Auto,1
2704,21,48462,Self-Employed,4310,5.77,36,433,8,44,Property,Auto,0
2705,46,142771,Unemployed,20644,17.37,24,347,4,7,None,Business,1
2706,25,58336,Unemployed,49355,8.58,24,593,7,22,Vehicle,Home,1
2707,60,35495,Employed,49272,9.65,60,413,7,37,Vehicle,Business,1
2708,57,87561,Unemployed,41551,11.37,48,594,6,42,Property,Auto,0
2709,64,141828,Self-Employed,34255,11.75,36,640,2,37,Property,Auto,0
2710,44,79876,Self-Employed,32426,14.23,24,328,1,6,Property,Business,0
2711,34,43234,Employed,27852,13.42,12,742,3,23,None,Business,0
2712,28,110383,Self-Employed,49102,17.66,12,514,9,24,None,Personal,0
2713,31,27634,Unemployed,29495,12.99,36,785,8,14,None,Personal,1
2714,62,108224,Employed,27965,7.68,12,757,4,48,Vehicle,Home,0
2715,50,144200,Employed,29420,14.08,36,541,2,7,None,Auto,0
2716,64,91148,Employed,43222,12.27,12,661,4,12,Property,Business,0
2717,30,145678,Self-Employed,42374,11.12,60,836,1,15,Vehicle,Home,0
2718,54,33645,Employed,29861,9.3,60,764,5,14,Vehicle,Business,1
2719,57,120055,Employed,18845,8.29,60,656,8,23,Property,Personal,0
2720,31,20531,Unemployed,4655,10.02,48,807,9,23,None,Home,0
2721,21,114297,Self-Employed,24074,8.28,60,514,4,47,Vehicle,Business,0
2722,42,139302,Unemployed,42738,15.22,60,489,9,47,Vehicle,Personal,0
2723,35,31318,Employed,6952,5.64,24,362,5,13,Property,Business,0
2724,31,147509,Unemployed,7441,5.83,24,655,6,40,Vehicle,Business,1
2725,57,80357,Self-Employed,11925,12.67,12,741,0,49,Property,Personal,0
2726,55,107283,Unemployed,4571,8.6,12,735,5,22,None,Personal,0
2727,48,98332,Employed,1582,5.1,12,638,3,5,None,Home,0
2728,39,148079,Self-Employed,47171,12.72,60,448,2,11,None,Business,1
2729,33,52487,Unemployed,45027,7.18,60,835,9,22,None,Home,0
2730,23,98879,Unemployed,1618,8.71,36,758,2,48,Property,Home,0
2731,45,94210,Self-Employed,38770,16.48,60,766,9,45,Vehicle,Personal,0
2732,37,82521,Employed,21609,6.72,60,419,4,18,Property,Auto,0
2733,42,76693,Self-Employed,15835,10.83,36,440,3,16,Vehicle,Home,0
2734,21,82514,Self-Employed,12670,14.9,12,617,1,23,Property,Home,0
2735,61,103696,Self-Employed,18713,6.92,12,723,2,20,Vehicle,Auto,0
2736,51,69796,Employed,31316,15.26,24,341,3,13,None,Home,0
2737,41,102898,Unemployed,5387,14.41,12,556,8,22,Property,Business,1
2738,58,142617,Unemployed,23617,16.16,12,312,5,27,Property,Home,0
2739,22,95748,Self-Employed,14918,15.07,12,713,2,36,Property,Home,0
2740,64,92169,Unemployed,18682,6.72,48,459,0,20,Property,Auto,0
2741,24,115726,Employed,15204,11.59,60,759,4,22,Vehicle,Auto,0
2742,63,115973,Unemployed,17217,11.48,48,672,0,31,Property,Auto,0
2743,62,23118,Employed,37837,14.89,48,707,9,20,Vehicle,Personal,1
2744,54,74395,Self-Employed,24555,9.88,48,578,1,29,None,Personal,0
2745,50,62426,Self-Employed,15786,17.55,36,755,5,14,Vehicle,Auto,0
2746,45,92845,Self-Employed,4857,6.01,48,811,9,33,Property,Business,0
2747,58,106208,Unemployed,43175,12.98,60,733,6,10,Property,Home,1
2748,32,117696,Unemployed,30336,15.93,48,649,1,27,Property,Business,0
2749,58,62551,Self-Employed,20195,12.22,48,456,0,13,None,Personal,0
2750,35,97206,Unemployed,48702,7.37,36,312,5,19,Vehicle,Business,0
2751,62,127353,Unemployed,13285,11.23,60,539,3,35,None,Business,1
2752,60,119607,Self-Employed,40350,8.36,24,399,9,36,None,Auto,1
2753,55,129591,Employed,37953,5.53,48,550,3,38,None,Home,1
2754,41,47931,Employed,14754,5.8,48,324,7,14,None,Business,0
2755,63,122784,Unemployed,13753,7.82,60,482,0,23,None,Auto,0
2756,40,138970,Unemployed,48897,6.87,24,643,3,20,None,Auto,0
2757,60,127091,Employed,37099,11.71,12,530,8,25,None,Home,0
2758,56,40138,Self-Employed,28292,8.53,48,558,2,38,Vehicle,Home,0
2759,45,38629,Unemployed,27160,15.16,12,624,6,6,Vehicle,Home,0
2760,61,109103,Self-Employed,9100,17.27,12,642,1,25,None,Business,1
2761,38,71746,Self-Employed,14792,10.61,36,471,4,27,Vehicle,Personal,0
2762,57,64257,Self-Employed,6767,5.91,24,803,6,11,None,Business,0
2763,49,119252,Employed,17656,17.96,24,726,5,43,None,Personal,0
2764,63,131762,Unemployed,21390,9.97,48,718,7,34,None,Home,0
2765,34,87487,Unemployed,3291,6.09,36,474,1,44,Vehicle,Auto,0
2766,30,27836,Employed,10633,13.9,12,623,7,42,None,Personal,0
2767,46,102853,Unemployed,7868,12.76,24,643,0,47,Property,Home,0
2768,58,42289,Employed,47904,6.48,24,642,8,49,Vehicle,Personal,1
2769,57,41368,Self-Employed,12941,10.63,12,452,3,12,None,Personal,1
2770,34,24935,Self-Employed,21979,6.19,12,784,6,23,Property,Auto,0
2771,53,143121,Unemployed,44685,12.87,24,428,7,49,Vehicle,Personal,0
2772,32,105822,Self-Employed,33507,12.17,24,372,3,33,None,Auto,0
2773,64,45988,Unemployed,3592,9.99,12,713,3,6,None,Auto,0
2774,47,50968,Unemployed,36815,14.47,24,590,9,30,Property,Home,0
2775,23,30487,Self-Employed,22059,6.16,24,403,0,34,None,Auto,1
2776,30,62594,Unemployed,20144,9.03,24,391,0,14,Property,Personal,0
2777,58,67252,Self-Employed,27538,13.86,48,334,2,27,Property,Business,1
2778,41,33853,Self-Employed,28465,12.4,36,357,5,27,Vehicle,Home,1
2779,64,57123,Employed,4429,7.74,24,757,3,48,Property,Home,0
2780,24,76520,Unemployed,48414,7.29,48,408,8,10,Vehicle,Home,1
2781,47,130191,Unemployed,41200,9.18,48,528,0,8,None,Auto,0
2782,64,108803,Unemployed,23001,6.34,60,633,3,32,None,Personal,1
2783,25,69035,Employed,37385,9.51,12,580,2,39,Vehicle,Auto,1
2784,31,69610,Self-Employed,21903,5.67,12,327,2,41,Property,Business,1
2785,24,117261,Self-Employed,9164,14.06,60,698,9,46,None,Auto,0
2786,56,49185,Unemployed,43919,14.92,24,725,4,36,Property,Home,1
2787,23,120568,Employed,38851,13.45,24,630,1,24,None,Home,0
2788,56,148044,Employed,24980,9.65,60,781,6,41,Vehicle,Personal,0
2789,36,70516,Employed,37552,10.49,48,373,2,17,Property,Auto,0
2790,61,129360,Unemployed,48655,8.2,12,320,1,48,Vehicle,Home,0
2791,52,33765,Employed,22657,16.36,24,585,3,13,None,Business,1
2792,53,106658,Self-Employed,39059,16.14,24,341,3,33,Property,Personal,1
2793,54,135169,Unemployed,44064,5.88,36,847,3,22,Property,Business,0
2794,54,144867,Self-Employed,10937,8.8,36,808,5,6,None,Personal,1
2795,21,97351,Employed,34944,11.83,48,352,3,7,Property,Auto,0
2796,48,139060,Employed,23997,15.78,60,409,6,5,Vehicle,Auto,0
2797,41,112508,Employed,23942,15.47,24,509,7,23,None,Business,0
2798,35,30015,Self-Employed,11121,16.84,24,774,3,35,Vehicle,Personal,0
2799,45,105662,Unemployed,41454,10.73,48,661,4,10,Vehicle,Auto,1
2800,54,39436,Self-Employed,43030,14.94,36,608,4,31,None,Auto,0
2801,46,86034,Employed,28224,12.22,24,502,8,26,None,Business,0
2802,33,50433,Self-Employed,13044,6.78,36,440,8,9,Vehicle,Business,0
2803,57,27768,Self-Employed,22980,16.31,48,491,8,22,Property,Auto,0
2804,53,49429,Employed,14785,16.59,12,315,3,27,Vehicle,Personal,1
